37.6
2.8
2.3
70.5
3.8
2.3
3.1
2.5
1.7
1.2
61.2
18.3
3.4
18
4.9
2.1
3.5
2
4.1
4.3
16.6
4.3
5.2
3.4
9.3
2.3
1.5
1.3
6.9
10.4
1.3
1.9
2.4
2.7
2.0
1.9
