37.7,85.2
2.0,3.5
2.6,2.1
80.5,90.0
13.9,1.3
5.0,41.8
24.0,1.7
3.4,60.0
2.0,1.5
0.8,1.7
60.0,488.0
18.1,17.4
3.8,3.4
20.1,76.4
10.2,39.7
3.4,2.1
38.5,12.1
4.1,2.0
1.1,3.7
2.1,2.5
115.8,18.3
2.3,6.1
5.5,5.2
16.9,4.5
2.2,10.8
22.5,228.6
1.4,3.7
3.8,2.2
8.8,42.5
9.6,52.8
56.7,10.3
2.7,2.5
2.5,2.7
3.9,2.7
2.0,6.0
15.5,32.9
