37.7
2.0
2.1
80.5
1.3
5.0
1.7
3.4
1.5
0.8
60.0
17.4
3.4
20.1
10.2
2.1
12.1
2
1.1
2.1
18.3
2.3
5.2
4.5
2.2
22.5
1.4
2.2
8.8
9.6
10.3
2.5
2.5
2.7
2.0
15.5
